h_tot_m [mm],PT8_c_m,PT6_m,PT5_m,PT4_m,PT3_m,PT3_m,PT1_w_m,time_h_m [h]
16.118,6.796,2.542,-0.222,-3.695,-6.369,-6.369,-11.433,177.6333333
16.119,6.77,2.534,-0.24,-3.711,-6.396,-6.396,-11.439,177.6666667
16.12,6.805,2.572,-0.225,-3.675,-6.369,-6.369,-11.422,177.7
16.121,6.785,2.55,-0.241,-3.702,-6.383,-6.383,-11.433,177.7333333
16.122,6.789,2.546,-0.237,-3.705,-6.381,-6.381,-11.449,177.7666667
16.124,6.791,2.561,-0.221,-3.684,-6.381,-6.381,-11.429,177.8
16.126,6.775,2.534,-0.235,-3.702,-6.4,-6.4,-11.434,177.8333333
16.126,6.791,2.58,-0.216,-3.665,-6.387,-6.387,-11.435,177.8666667
16.128,6.81,2.569,-0.223,-3.682,-6.379,-6.379,-11.42,177.9
16.13,6.758,2.528,-0.253,-3.698,-6.391,-6.391,-11.439,177.9333333
16.13,6.779,2.519,-0.249,-3.702,-6.4,-6.4,-11.457,177.9666667
16.131,6.805,2.558,-0.221,-3.67,-6.378,-6.378,-11.417,178
16.133,6.809,2.577,-0.212,-3.654,-6.341,-6.341,-11.416,178.0333333
16.134,6.797,2.568,-0.234,-3.694,-6.388,-6.388,-11.441,178.0666667
16.135,6.784,2.544,-0.232,-3.705,-6.389,-6.389,-11.433,178.1
16.137,6.797,2.567,-0.236,-3.697,-6.386,-6.386,-11.448,178.1333333
16.138,6.825,2.571,-0.18,-3.668,-6.357,-6.357,-11.419,178.1666667
16.139,6.821,2.579,-0.201,-3.658,-6.36,-6.36,-11.412,178.2
16.141,6.794,2.543,-0.242,-3.703,-6.389,-6.389,-11.437,178.2333333
16.142,6.791,2.554,-0.232,-3.692,-6.384,-6.384,-11.449,178.2666667
16.144,6.812,2.554,-0.213,-3.682,-6.364,-6.364,-11.42,178.3
16.145,6.826,2.579,-0.208,-3.664,-6.348,-6.348,-11.417,178.3333333
16.146,6.807,2.567,-0.206,-3.7,-6.384,-6.384,-11.437,178.3666667
16.146,6.796,2.541,-0.253,-3.709,-6.384,-6.384,-11.454,178.4
16.148,6.782,2.549,-0.231,-3.69,-6.372,-6.372,-11.436,178.4333333
16.149,6.8,2.55,-0.227,-3.689,-6.388,-6.388,-11.429,178.4666667
16.149,6.821,2.565,-0.209,-3.669,-6.368,-6.368,-11.406,178.5
16.15,6.783,2.553,-0.23,-3.698,-6.381,-6.381,-11.448,178.5333333
16.15,6.784,2.528,-0.251,-3.707,-6.394,-6.394,-11.451,178.5666667
16.151,6.775,2.539,-0.243,-3.704,-6.393,-6.393,-11.445,178.6
16.151,6.774,2.535,-0.246,-3.717,-6.388,-6.388,-11.45,178.6333333
16.152,6.805,2.568,-0.212,-3.685,-6.364,-6.364,-11.415,178.6666667
16.152,6.778,2.545,-0.247,-3.695,-6.383,-6.383,-11.43,178.7
16.152,6.782,2.531,-0.25,-3.712,-6.393,-6.393,-11.442,178.7333333
16.153,6.803,2.563,-0.239,-3.68,-6.375,-6.375,-11.424,178.7666667
16.153,6.794,2.572,-0.226,-3.69,-6.362,-6.362,-11.421,178.8
16.155,6.818,2.551,-0.242,-3.684,-6.382,-6.382,-11.434,178.8333333
16.155,6.814,2.593,-0.198,-3.658,-6.339,-6.339,-11.397,178.8666667
16.156,6.809,2.568,-0.227,-3.681,-6.382,-6.382,-11.413,178.9
16.157,6.798,2.565,-0.222,-3.684,-6.371,-6.371,-11.434,178.9333333
16.158,6.76,2.528,-0.273,-3.718,-6.41,-6.41,-11.47,178.9666667
16.158,6.782,2.536,-0.243,-3.705,-6.378,-6.378,-11.46,179
16.159,6.783,2.532,-0.247,-3.709,-6.391,-6.391,-11.426,179.0333333
16.16,6.797,2.548,-0.246,-3.7,-6.394,-6.394,-11.436,179.0666667
16.161,6.783,2.549,-0.241,-3.695,-6.37,-6.37,-11.441,179.1
16.162,6.805,2.556,-0.224,-3.684,-6.376,-6.376,-11.432,179.1333333
16.163,6.775,2.541,-0.243,-3.701,-6.396,-6.396,-11.447,179.1666667
16.164,6.813,2.569,-0.237,-3.673,-6.37,-6.37,-11.418,179.2
16.165,6.798,2.567,-0.209,-3.681,-6.368,-6.368,-11.42,179.2333333
16.166,6.81,2.572,-0.224,-3.694,-6.38,-6.38,-11.423,179.2666667
16.167,6.78,2.537,-0.234,-3.727,-6.393,-6.393,-11.46,179.3
16.168,6.78,2.528,-0.254,-3.714,-6.399,-6.399,-11.439,179.3333333
16.169,6.784,2.539,-0.246,-3.694,-6.39,-6.39,-11.439,179.3666667
16.169,6.798,2.552,-0.237,-3.691,-6.379,-6.379,-11.435,179.4
16.17,6.766,2.537,-0.241,-3.729,-6.388,-6.388,-11.459,179.4333333
16.172,6.817,2.565,-0.21,-3.679,-6.362,-6.362,-11.41,179.4666667
16.172,6.813,2.593,-0.209,-3.672,-6.362,-6.362,-11.413,179.5
16.173,6.814,2.562,-0.221,-3.689,-6.384,-6.384,-11.427,179.5333333
16.173,6.801,2.557,-0.234,-3.69,-6.394,-6.394,-11.438,179.5666667
16.174,6.817,2.558,-0.209,-3.674,-6.371,-6.371,-11.414,179.6
16.175,6.821,2.565,-0.229,-3.678,-6.375,-6.375,-11.417,179.6333333
16.176,6.777,2.546,-0.252,-3.7,-6.384,-6.384,-11.43,179.6666667
16.177,6.782,2.546,-0.246,-3.708,-6.405,-6.405,-11.438,179.7
16.178,6.814,2.566,-0.226,-3.675,-6.371,-6.371,-11.447,179.7333333
16.18,6.827,2.585,-0.194,-3.659,-6.338,-6.338,-11.398,179.7666667
16.18,6.808,2.565,-0.222,-3.696,-6.38,-6.38,-11.438,179.8
16.181,6.788,2.547,-0.243,-3.705,-6.386,-6.386,-11.435,179.8333333
16.182,6.814,2.553,-0.207,-3.687,-6.38,-6.38,-11.426,179.8666667
16.183,6.807,2.572,-0.223,-3.706,-6.387,-6.387,-11.431,179.9
16.184,6.828,2.57,-0.213,-3.674,-6.374,-6.374,-11.419,179.9333333
16.184,6.798,2.561,-0.247,-3.695,-6.374,-6.374,-11.434,179.9666667
16.185,6.81,2.546,-0.218,-3.682,-6.386,-6.386,-11.434,180
16.185,6.816,2.583,-0.213,-3.681,-6.362,-6.362,-11.412,180.0333333
16.186,6.82,2.577,-0.213,-3.679,-6.371,-6.371,-11.429,180.0666667
16.186,6.791,2.554,-0.237,-3.718,-6.412,-6.412,-11.446,180.1
16.186,6.793,2.56,-0.235,-3.698,-6.389,-6.389,-11.439,180.1333333
16.187,6.81,2.576,-0.214,-3.683,-6.38,-6.38,-11.415,180.1666667
16.188,6.795,2.573,-0.222,-3.667,-6.361,-6.361,-11.431,180.2
16.189,6.808,2.563,-0.209,-3.664,-6.357,-6.357,-11.409,180.2333333
16.189,6.806,2.554,-0.224,-3.694,-6.395,-6.395,-11.447,180.2666667
16.19,6.803,2.558,-0.226,-3.697,-6.383,-6.383,-11.437,180.3
16.192,6.821,2.582,-0.184,-3.653,-6.364,-6.364,-11.41,180.3333333
16.192,6.77,2.518,-0.258,-3.729,-6.402,-6.402,-11.466,180.3666667
16.192,6.84,2.564,-0.21,-3.682,-6.372,-6.372,-11.428,180.4
16.193,6.793,2.548,-0.218,-3.704,-6.385,-6.385,-11.432,180.4333333
16.194,6.809,2.564,-0.23,-3.695,-6.38,-6.38,-11.431,180.4666667
16.195,6.82,2.572,-0.185,-3.68,-6.373,-6.373,-11.418,180.5
16.195,6.809,2.561,-0.223,-3.704,-6.374,-6.374,-11.425,180.5333333
16.196,6.799,2.56,-0.218,-3.689,-6.375,-6.375,-11.431,180.5666667
16.196,6.797,2.551,-0.235,-3.706,-6.397,-6.397,-11.454,180.6
16.197,6.837,2.603,-0.197,-3.644,-6.342,-6.342,-11.4,180.6333333
16.198,6.807,2.567,-0.209,-3.681,-6.37,-6.37,-11.435,180.6666667
16.197,6.806,2.581,-0.218,-3.695,-6.386,-6.386,-11.424,180.7
16.198,6.782,2.558,-0.228,-3.698,-6.39,-6.39,-11.441,180.7333333
16.199,6.781,2.554,-0.232,-3.691,-6.392,-6.392,-11.434,180.7666667
16.201,6.787,2.557,-0.224,-3.707,-6.381,-6.381,-11.442,180.8
16.202,6.799,2.543,-0.211,-3.694,-6.388,-6.388,-11.447,180.8333333
16.202,6.776,2.549,-0.232,-3.709,-6.416,-6.416,-11.45,180.8666667
16.204,6.796,2.559,-0.203,-3.683,-6.381,-6.381,-11.434,180.9
16.205,6.827,2.578,-0.193,-3.691,-6.368,-6.368,-11.428,180.9333333
16.205,6.813,2.583,-0.202,-3.666,-6.364,-6.364,-11.404,180.9666667
16.206,6.795,2.547,-0.222,-3.7,-6.402,-6.402,-11.44,181
16.206,6.782,2.548,-0.248,-3.722,-6.394,-6.394,-11.444,181.0333333
16.207,6.813,2.565,-0.21,-3.688,-6.39,-6.39,-11.433,181.0666667
16.208,6.807,2.58,-0.2,-3.688,-6.353,-6.353,-11.417,181.1
16.208,6.826,2.57,-0.205,-3.678,-6.352,-6.352,-11.414,181.1333333
16.209,6.833,2.572,-0.212,-3.669,-6.366,-6.366,-11.432,181.1666667
16.21,6.807,2.559,-0.23,-3.696,-6.381,-6.381,-11.448,181.2
16.21,6.784,2.545,-0.233,-3.711,-6.399,-6.399,-11.458,181.2333333
16.211,6.806,2.56,-0.213,-3.7,-6.377,-6.377,-11.438,181.2666667
16.212,6.796,2.552,-0.239,-3.716,-6.4,-6.4,-11.439,181.3
16.212,6.793,2.543,-0.229,-3.699,-6.386,-6.386,-11.427,181.3333333
16.213,6.811,2.563,-0.217,-3.702,-6.379,-6.379,-11.42,181.3666667
16.213,6.794,2.571,-0.21,-3.681,-6.37,-6.37,-11.425,181.4
16.214,6.784,2.569,-0.231,-3.697,-6.378,-6.378,-11.429,181.4333333
16.216,6.801,2.558,-0.226,-3.699,-6.403,-6.403,-11.446,181.4666667
16.217,6.812,2.582,-0.22,-3.686,-6.366,-6.366,-11.424,181.5
16.217,6.793,2.56,-0.231,-3.706,-6.373,-6.373,-11.421,181.5333333
16.218,6.824,2.576,-0.203,-3.676,-6.382,-6.382,-11.417,181.5666667
16.218,6.8,2.573,-0.223,-3.689,-6.37,-6.37,-11.44,181.6
16.219,6.835,2.59,-0.205,-3.679,-6.359,-6.359,-11.412,181.6333333
16.22,6.796,2.553,-0.222,-3.7,-6.377,-6.377,-11.432,181.6666667
16.221,6.812,2.559,-0.208,-3.694,-6.375,-6.375,-11.428,181.7
16.221,6.79,2.58,-0.211,-3.688,-6.362,-6.362,-11.417,181.7333333
16.223,6.806,2.563,-0.204,-3.705,-6.371,-6.371,-11.429,181.7666667
16.224,6.797,2.576,-0.225,-3.68,-6.383,-6.383,-11.44,181.8
16.224,6.813,2.58,-0.186,-3.674,-6.379,-6.379,-11.415,181.8333333
16.225,6.815,2.57,-0.198,-3.685,-6.366,-6.366,-11.448,181.8666667
16.226,6.829,2.583,-0.199,-3.683,-6.369,-6.369,-11.426,181.9
16.227,6.808,2.558,-0.209,-3.687,-6.376,-6.376,-11.443,181.9333333
16.228,6.813,2.583,-0.195,-3.668,-6.369,-6.369,-11.43,181.9666667
16.229,6.81,2.561,-0.22,-3.69,-6.383,-6.383,-11.424,182
16.229,6.82,2.591,-0.193,-3.674,-6.366,-6.366,-11.406,182.0333333
16.231,6.814,2.57,-0.199,-3.686,-6.369,-6.369,-11.424,182.0666667
16.232,6.815,2.59,-0.182,-3.663,-6.38,-6.38,-11.403,182.1
16.234,6.804,2.575,-0.206,-3.687,-6.387,-6.387,-11.44,182.1333333
16.235,6.813,2.594,-0.194,-3.67,-6.36,-6.36,-11.421,182.1666667
16.236,6.799,2.565,-0.2,-3.682,-6.383,-6.383,-11.431,182.2
16.24,6.807,2.555,-0.205,-3.694,-6.396,-6.396,-11.431,182.2333333
16.24,6.825,2.572,-0.189,-3.66,-6.356,-6.356,-11.402,182.2666667
16.24,6.83,2.592,-0.18,-3.669,-6.347,-6.347,-11.395,182.3
16.24,6.807,2.568,-0.217,-3.693,-6.391,-6.391,-11.442,182.3333333
16.241,6.807,2.558,-0.211,-3.689,-6.377,-6.377,-11.435,182.3666667
16.242,6.825,2.576,-0.2,-3.681,-6.371,-6.371,-11.418,182.4
16.243,6.812,2.583,-0.2,-3.688,-6.369,-6.369,-11.425,182.4333333
16.244,6.815,2.582,-0.178,-3.667,-6.361,-6.361,-11.408,182.4666667
16.244,6.81,2.577,-0.205,-3.687,-6.366,-6.366,-11.42,182.5
16.246,6.832,2.6,-0.171,-3.672,-6.359,-6.359,-11.412,182.5333333
16.246,6.842,2.592,-0.178,-3.653,-6.362,-6.362,-11.423,182.5666667
16.247,6.838,2.593,-0.167,-3.648,-6.353,-6.353,-11.402,182.6
16.248,6.824,2.599,-0.183,-3.662,-6.349,-6.349,-11.412,182.6333333
16.249,6.801,2.577,-0.217,-3.688,-6.38,-6.38,-11.424,182.6666667
16.25,6.825,2.58,-0.193,-3.681,-6.355,-6.355,-11.417,182.7
16.251,6.811,2.571,-0.211,-3.694,-6.393,-6.393,-11.413,182.7333333
16.252,6.815,2.582,-0.184,-3.676,-6.364,-6.364,-11.437,182.7666667
16.252,6.824,2.605,-0.176,-3.645,-6.363,-6.363,-11.403,182.8
16.253,6.826,2.578,-0.204,-3.676,-6.366,-6.366,-11.414,182.8333333
16.254,6.829,2.593,-0.183,-3.673,-6.356,-6.356,-11.416,182.8666667
16.254,6.815,2.572,-0.212,-3.702,-6.381,-6.381,-11.429,182.9
16.256,6.812,2.557,-0.207,-3.697,-6.377,-6.377,-11.442,182.9333333
16.256,6.839,2.608,-0.174,-3.684,-6.367,-6.367,-11.405,182.9666667
16.257,6.81,2.586,-0.206,-3.674,-6.367,-6.367,-11.41,183
16.258,6.819,2.579,-0.191,-3.668,-6.367,-6.367,-11.433,183.0333333
16.259,6.82,2.582,-0.199,-3.675,-6.374,-6.374,-11.409,183.0666667
16.259,6.789,2.544,-0.218,-3.7,-6.391,-6.391,-11.436,183.1
16.26,6.827,2.584,-0.2,-3.68,-6.38,-6.38,-11.432,183.1333333
16.26,6.809,2.577,-0.201,-3.668,-6.367,-6.367,-11.417,183.1666667
16.262,6.777,2.533,-0.228,-3.707,-6.401,-6.401,-11.446,183.2
16.261,6.824,2.616,-0.177,-3.644,-6.337,-6.337,-11.395,183.2333333
16.262,6.847,2.614,-0.167,-3.642,-6.35,-6.35,-11.386,183.2666667
16.263,6.812,2.569,-0.218,-3.696,-6.387,-6.387,-11.44,183.3
16.264,6.842,2.587,-0.192,-3.668,-6.363,-6.363,-11.42,183.3333333
16.263,6.799,2.549,-0.219,-3.719,-6.386,-6.386,-11.424,183.3666667
16.265,6.79,2.557,-0.219,-3.711,-6.387,-6.387,-11.447,183.4
16.264,6.827,2.552,-0.209,-3.704,-6.395,-6.395,-11.429,183.4333333
16.265,6.796,2.548,-0.22,-3.714,-6.389,-6.389,-11.434,183.4666667
16.266,6.805,2.561,-0.214,-3.695,-6.387,-6.387,-11.426,183.5
16.268,6.827,2.591,-0.189,-3.671,-6.358,-6.358,-11.419,183.5333333
16.267,6.802,2.564,-0.194,-3.711,-6.388,-6.388,-11.419,183.5666667
16.268,6.795,2.565,-0.21,-3.692,-6.38,-6.38,-11.434,183.6
16.27,6.824,2.582,-0.189,-3.667,-6.361,-6.361,-11.406,183.6333333
16.27,6.81,2.584,-0.192,-3.674,-6.385,-6.385,-11.429,183.6666667
16.271,6.847,2.615,-0.152,-3.652,-6.345,-6.345,-11.409,183.7
16.271,6.804,2.566,-0.217,-3.716,-6.394,-6.394,-11.435,183.7333333
16.273,6.793,2.554,-0.222,-3.716,-6.41,-6.41,-11.439,183.7666667
16.274,6.795,2.53,-0.235,-3.741,-6.414,-6.414,-11.482,183.8
16.274,6.81,2.572,-0.194,-3.703,-6.373,-6.373,-11.429,183.8333333
16.275,6.795,2.541,-0.202,-3.703,-6.389,-6.389,-11.439,183.8666667
16.276,6.795,2.549,-0.215,-3.716,-6.427,-6.427,-11.445,183.9
16.277,6.833,2.587,-0.18,-3.661,-6.352,-6.352,-11.414,183.9333333
16.277,6.799,2.565,-0.202,-3.706,-6.388,-6.388,-11.421,183.9666667
16.278,6.806,2.551,-0.218,-3.71,-6.399,-6.399,-11.436,184
16.279,6.825,2.593,-0.191,-3.686,-6.361,-6.361,-11.413,184.0333333
16.281,6.801,2.551,-0.202,-3.705,-6.401,-6.401,-11.444,184.0666667
16.282,6.822,2.577,-0.18,-3.683,-6.354,-6.354,-11.414,184.1
16.282,6.813,2.589,-0.197,-3.674,-6.366,-6.366,-11.411,184.1333333
16.284,6.818,2.553,-0.213,-3.709,-6.39,-6.39,-11.433,184.1666667
16.285,6.799,2.562,-0.215,-3.715,-6.377,-6.377,-11.449,184.2
16.285,6.781,2.548,-0.222,-3.714,-6.392,-6.392,-11.455,184.2333333
16.286,6.805,2.578,-0.194,-3.672,-6.39,-6.39,-11.43,184.2666667
16.287,6.79,2.565,-0.221,-3.71,-6.423,-6.423,-11.444,184.3
16.287,6.812,2.574,-0.202,-3.701,-6.371,-6.371,-11.429,184.3333333
16.289,6.797,2.546,-0.209,-3.695,-6.4,-6.4,-11.452,184.3666667
16.29,6.779,2.559,-0.207,-3.69,-6.392,-6.392,-11.446,184.4
16.291,6.798,2.567,-0.205,-3.695,-6.39,-6.39,-11.456,184.4333333
16.291,6.82,2.571,-0.203,-3.683,-6.382,-6.382,-11.418,184.4666667
16.292,6.796,2.546,-0.219,-3.706,-6.403,-6.403,-11.441,184.5
16.293,6.79,2.555,-0.214,-3.703,-6.407,-6.407,-11.448,184.5333333
16.293,6.806,2.56,-0.218,-3.707,-6.389,-6.389,-11.44,184.5666667
16.295,6.8,2.568,-0.193,-3.705,-6.398,-6.398,-11.447,184.6
16.295,6.804,2.564,-0.222,-3.716,-6.396,-6.396,-11.444,184.6333333
16.296,6.789,2.571,-0.209,-3.695,-6.391,-6.391,-11.436,184.6666667
16.296,6.815,2.572,-0.187,-3.716,-6.384,-6.384,-11.423,184.7
16.298,6.785,2.539,-0.227,-3.715,-6.394,-6.394,-11.442,184.7333333
16.297,6.794,2.549,-0.22,-3.703,-6.393,-6.393,-11.437,184.7666667
16.298,6.821,2.578,-0.19,-3.685,-6.373,-6.373,-11.422,184.8
16.299,6.811,2.571,-0.191,-3.708,-6.378,-6.378,-11.431,184.8333333
16.299,6.781,2.547,-0.228,-3.719,-6.421,-6.421,-11.458,184.8666667
16.3,6.815,2.557,-0.211,-3.702,-6.386,-6.386,-11.438,184.9
16.301,6.792,2.565,-0.214,-3.696,-6.385,-6.385,-11.439,184.9333333
16.301,6.802,2.566,-0.212,-3.715,-6.382,-6.382,-11.447,184.9666667
16.302,6.804,2.567,-0.198,-3.707,-6.384,-6.384,-11.439,185
16.304,6.8,2.567,-0.199,-3.711,-6.396,-6.396,-11.447,185.0333333
16.304,6.801,2.563,-0.204,-3.685,-6.375,-6.375,-11.438,185.0666667
16.306,6.784,2.562,-0.202,-3.706,-6.391,-6.391,-11.436,185.1
16.307,6.789,2.552,-0.212,-3.709,-6.392,-6.392,-11.455,185.1333333
16.308,6.792,2.56,-0.23,-3.711,-6.401,-6.401,-11.464,185.1666667
16.309,6.796,2.569,-0.195,-3.7,-6.389,-6.389,-11.441,185.2
16.31,6.802,2.566,-0.196,-3.707,-6.398,-6.398,-11.433,185.2333333
16.311,6.785,2.543,-0.23,-3.723,-6.412,-6.412,-11.46,185.2666667
16.312,6.783,2.533,-0.216,-3.732,-6.414,-6.414,-11.459,185.3
16.313,6.78,2.544,-0.238,-3.72,-6.414,-6.414,-11.463,185.3333333
16.313,6.809,2.571,-0.176,-3.684,-6.374,-6.374,-11.435,185.3666667
16.315,6.833,2.61,-0.15,-3.654,-6.353,-6.353,-11.395,185.4
16.317,6.813,2.563,-0.201,-3.7,-6.38,-6.38,-11.45,185.4333333
16.317,6.79,2.554,-0.199,-3.715,-6.391,-6.391,-11.451,185.4666667
16.318,6.785,2.527,-0.218,-3.72,-6.398,-6.398,-11.461,185.5
16.32,6.818,2.572,-0.2,-3.686,-6.387,-6.387,-11.434,185.5333333
16.32,6.779,2.549,-0.222,-3.72,-6.412,-6.412,-11.44,185.5666667
16.321,6.785,2.552,-0.205,-3.726,-6.385,-6.385,-11.447,185.6
16.322,6.806,2.565,-0.21,-3.707,-6.379,-6.379,-11.433,185.6333333
16.323,6.776,2.544,-0.218,-3.727,-6.402,-6.402,-11.442,185.6666667
16.324,6.824,2.579,-0.188,-3.696,-6.387,-6.387,-11.434,185.7
16.324,6.8,2.581,-0.195,-3.698,-6.377,-6.377,-11.432,185.7333333
16.325,6.8,2.569,-0.198,-3.704,-6.368,-6.368,-11.426,185.7666667
16.325,6.815,2.561,-0.196,-3.712,-6.39,-6.39,-11.432,185.8
16.326,6.806,2.576,-0.171,-3.693,-6.356,-6.356,-11.426,185.8333333
16.326,6.786,2.55,-0.204,-3.718,-6.417,-6.417,-11.456,185.8666667
16.327,6.819,2.556,-0.193,-3.698,-6.391,-6.391,-11.447,185.9
16.328,6.793,2.555,-0.209,-3.715,-6.39,-6.39,-11.437,185.9333333
16.328,6.823,2.567,-0.19,-3.683,-6.386,-6.386,-11.427,185.9666667
16.329,6.812,2.573,-0.191,-3.683,-6.369,-6.369,-11.42,186
16.33,6.797,2.572,-0.19,-3.698,-6.401,-6.401,-11.437,186.0333333
16.33,6.786,2.554,-0.206,-3.717,-6.398,-6.398,-11.445,186.0666667
16.331,6.79,2.555,-0.202,-3.704,-6.414,-6.414,-11.441,186.1
16.333,6.827,2.574,-0.189,-3.695,-6.372,-6.372,-11.423,186.1333333
16.333,6.797,2.565,-0.214,-3.731,-6.402,-6.402,-11.444,186.1666667
16.334,6.816,2.576,-0.185,-3.688,-6.373,-6.373,-11.411,186.2
16.335,6.794,2.576,-0.206,-3.718,-6.39,-6.39,-11.428,186.2333333
16.337,6.814,2.569,-0.194,-3.7,-6.371,-6.371,-11.437,186.2666667
16.338,6.804,2.564,-0.194,-3.691,-6.381,-6.381,-11.433,186.3
16.339,6.809,2.563,-0.202,-3.718,-6.394,-6.394,-11.446,186.3333333
16.34,6.795,2.55,-0.208,-3.708,-6.402,-6.402,-11.458,186.3666667
16.34,6.798,2.559,-0.208,-3.711,-6.399,-6.399,-11.453,186.4
16.341,6.811,2.569,-0.2,-3.717,-6.411,-6.411,-11.429,186.4333333
16.341,6.797,2.537,-0.209,-3.719,-6.403,-6.403,-11.45,186.4666667
16.342,6.801,2.551,-0.208,-3.706,-6.416,-6.416,-11.433,186.5
16.343,6.778,2.544,-0.208,-3.731,-6.404,-6.404,-11.469,186.5333333
16.344,6.793,2.556,-0.219,-3.716,-6.401,-6.401,-11.444,186.5666667
16.344,6.837,2.601,-0.168,-3.671,-6.352,-6.352,-11.39,186.6
16.345,6.812,2.588,-0.197,-3.675,-6.366,-6.366,-11.422,186.6333333
16.345,6.791,2.553,-0.206,-3.71,-6.402,-6.402,-11.452,186.6666667
16.346,6.795,2.556,-0.211,-3.723,-6.414,-6.414,-11.441,186.7
16.347,6.823,2.595,-0.191,-3.688,-6.388,-6.388,-11.431,186.7333333
16.347,6.809,2.568,-0.19,-3.692,-6.386,-6.386,-11.423,186.7666667
16.348,6.796,2.555,-0.22,-3.708,-6.395,-6.395,-11.434,186.8
16.348,6.779,2.543,-0.231,-3.721,-6.42,-6.42,-11.464,186.8333333
16.35,6.807,2.548,-0.21,-3.694,-6.384,-6.384,-11.425,186.8666667
16.351,6.788,2.567,-0.212,-3.714,-6.403,-6.403,-11.437,186.9
16.351,6.798,2.572,-0.185,-3.698,-6.398,-6.398,-11.436,186.9333333
16.352,6.822,2.581,-0.188,-3.685,-6.374,-6.374,-11.417,186.9666667
16.353,6.807,2.568,-0.199,-3.702,-6.395,-6.395,-11.43,187
16.353,6.797,2.56,-0.216,-3.696,-6.402,-6.402,-11.443,187.0333333
16.354,6.822,2.577,-0.168,-3.677,-6.375,-6.375,-11.436,187.0666667
16.355,6.806,2.567,-0.224,-3.719,-6.402,-6.402,-11.446,187.1
16.355,6.779,2.541,-0.208,-3.727,-6.411,-6.411,-11.464,187.1333333
16.356,6.818,2.582,-0.186,-3.679,-6.37,-6.37,-11.428,187.1666667
16.357,6.811,2.586,-0.193,-3.686,-6.377,-6.377,-11.433,187.2
16.358,6.811,2.577,-0.182,-3.7,-6.391,-6.391,-11.424,187.2333333
16.358,6.811,2.56,-0.214,-3.708,-6.401,-6.401,-11.444,187.2666667
16.359,6.786,2.54,-0.222,-3.721,-6.412,-6.412,-11.451,187.3
16.36,6.82,2.597,-0.178,-3.679,-6.365,-6.365,-11.405,187.3333333
16.362,6.81,2.576,-0.205,-3.713,-6.392,-6.392,-11.441,187.3666667
16.362,6.833,2.578,-0.171,-3.675,-6.377,-6.377,-11.413,187.4
16.363,6.817,2.587,-0.176,-3.689,-6.376,-6.376,-11.416,187.4333333
16.364,6.83,2.583,-0.173,-3.673,-6.363,-6.363,-11.414,187.4666667
16.365,6.801,2.569,-0.201,-3.715,-6.401,-6.401,-11.437,187.5
16.365,6.844,2.601,-0.17,-3.666,-6.354,-6.354,-11.394,187.5333333
16.366,6.794,2.588,-0.195,-3.7,-6.376,-6.376,-11.421,187.5666667
16.368,6.799,2.554,-0.224,-3.72,-6.401,-6.401,-11.471,187.6
16.369,6.81,2.56,-0.187,-3.697,-6.395,-6.395,-11.431,187.6333333
16.371,6.819,2.579,-0.204,-3.7,-6.381,-6.381,-11.432,187.6666667
16.371,6.814,2.574,-0.188,-3.697,-6.383,-6.383,-11.438,187.7
16.372,6.812,2.565,-0.202,-3.717,-6.372,-6.372,-11.427,187.7333333
16.373,6.78,2.543,-0.227,-3.732,-6.41,-6.41,-11.455,187.7666667
16.376,6.811,2.576,-0.195,-3.698,-6.381,-6.381,-11.423,187.8
16.376,6.812,2.569,-0.186,-3.71,-6.384,-6.384,-11.437,187.8333333
16.377,6.795,2.554,-0.213,-3.731,-6.404,-6.404,-11.443,187.8666667
16.377,6.805,2.573,-0.196,-3.7,-6.381,-6.381,-11.43,187.9
16.379,6.81,2.587,-0.18,-3.706,-6.381,-6.381,-11.434,187.9333333
16.379,6.835,2.59,-0.18,-3.698,-6.371,-6.371,-11.418,187.9666667
16.382,6.839,2.582,-0.178,-3.68,-6.378,-6.378,-11.408,188
16.382,6.805,2.579,-0.21,-3.696,-6.37,-6.37,-11.434,188.0333333
16.384,6.823,2.571,-0.201,-3.711,-6.38,-6.38,-11.425,188.0666667
16.386,6.821,2.589,-0.173,-3.682,-6.375,-6.375,-11.425,188.1
16.386,6.79,2.54,-0.217,-3.726,-6.413,-6.413,-11.458,188.1333333
16.388,6.808,2.575,-0.203,-3.715,-6.392,-6.392,-11.439,188.1666667
16.389,6.811,2.546,-0.212,-3.724,-6.392,-6.392,-11.43,188.2
16.39,6.832,2.587,-0.167,-3.694,-6.366,-6.366,-11.415,188.2333333
16.391,6.801,2.56,-0.194,-3.72,-6.383,-6.383,-11.449,188.2666667
16.391,6.822,2.576,-0.194,-3.688,-6.372,-6.372,-11.431,188.3
16.392,6.823,2.574,-0.186,-3.694,-6.397,-6.397,-11.427,188.3333333
16.393,6.828,2.594,-0.171,-3.698,-6.375,-6.375,-11.43,188.3666667
16.394,6.806,2.574,-0.182,-3.699,-6.383,-6.383,-11.426,188.4
16.394,6.802,2.554,-0.195,-3.705,-6.382,-6.382,-11.428,188.4333333
16.396,6.824,2.576,-0.176,-3.688,-6.383,-6.383,-11.431,188.4666667
16.396,6.819,2.584,-0.187,-3.699,-6.388,-6.388,-11.437,188.5
16.397,6.835,2.59,-0.179,-3.689,-6.376,-6.376,-11.415,188.5333333
16.397,6.815,2.578,-0.183,-3.695,-6.381,-6.381,-11.432,188.5666667
